id,source,input,target,input_clean,target_clean,stripped_target,exact_after_cleaning,whitespace_difference,audit_reason,is_valid_pair,input_before_n_chars,input_before_n_nfd_codepoints,input_before_n_combining_in_raw,input_before_n_legacy_cedilla,input_before_n_nbsp,input_before_n_unusual_punct,input_before_is_nfc,input_before_is_nfd,target_before_n_chars,target_before_n_nfd_codepoints,target_before_n_combining_in_raw,target_before_n_legacy_cedilla,target_before_n_nbsp,target_before_n_unusual_punct,target_before_is_nfc,target_before_is_nfd,input_after_n_chars,input_after_n_nfd_codepoints,input_after_n_combining_in_raw,input_after_n_legacy_cedilla,input_after_n_nbsp,input_after_n_unusual_punct,input_after_is_nfc,input_after_is_nfd,target_after_n_chars,target_after_n_nfd_codepoints,target_after_n_combining_in_raw,target_after_n_legacy_cedilla,target_after_n_nbsp,target_after_n_unusual_punct,target_after_is_nfc,target_after_is_nfd
153974,unknown_local_sample,  Articol publicat in editia tiparita a Ziarului Financiar din data de 06.11.2017.,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 06.11.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 06.11.2017.,Articol publicat în ediția tipărită a Ziarului Financiar din data de 06.11.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 06.11.2017.,True,True,whitespace,False,82,0,0,0,0,0,True,True,82,4,0,0,1,0,True,False,80,0,0,0,0,0,True,True,80,4,0,0,0,0,True,False
29792,unknown_local_sample,"Citeste si: Romania solicita Consiliiului Europei sa monitorizeze Ucraina, dupa ce la Kiev s-a adoptat o noua Lege a educatiei care ar defavoriza minoritatile.","Citește și: România solicită Consiliiului Europei să monitorizeze Ucraina, după ce la Kiev s-a adoptat o nouă Lege a educației care ar defavoriza minoritățile.","Citeste si: Romania solicita Consiliiului Europei sa monitorizeze Ucraina, dupa ce la Kiev s-a adoptat o noua Lege a educatiei care ar defavoriza minoritatile.","Citește și: România solicită Consiliiului Europei să monitorizeze Ucraina, după ce la Kiev s-a adoptat o nouă Lege a educației care ar defavoriza minoritățile.","Citeste si: Romania solicita Consiliiului Europei sa monitorizeze Ucraina, dupa ce la Kiev s-a adoptat o noua Lege a educatiei care ar defavoriza minoritatile.",True,True,whitespace,False,159,0,0,0,0,0,True,True,159,10,0,0,1,0,True,False,159,0,0,0,0,0,True,True,159,10,0,0,0,0,True,False
113968,unknown_local_sample,  Articol publicat in editia tiparita a Ziarului Financiar din data de 10.11.2017.,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 10.11.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 10.11.2017.,Articol publicat în ediția tipărită a Ziarului Financiar din data de 10.11.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 10.11.2017.,True,True,whitespace,False,82,0,0,0,0,0,True,True,82,4,0,0,1,0,True,False,80,0,0,0,0,0,True,True,80,4,0,0,0,0,True,False
101066,unknown_local_sample,"Cand l-au gasit, intr-un club din Barcelona,  presedintele catalanilor, Augusti Montal i Galobart, i-a spus nervos: „Simatoc, avionul si echipa te asteapta!“ La care acesta, stand in continuare la masa concentrat asupra jocului, i-a replicat: „Ultima mana la carti si plecam.“ Mr. Nicholas Sims Simatoc a jucat ultimul sau meci la Barca pe 2 decembrie 1951.","Când l-au găsit, într-un club din Barcelona,  președintele catalanilor, Augusti Montal i Galobart, i-a spus nervos: „Simatoc, avionul și echipa te așteaptă!“ La care acesta, stând în continuare la masă concentrat asupra jocului, i-a replicat: „Ultima mână la cărți și plecăm.“ Mr. Nicholas Sims Simatoc a jucat ultimul său meci la Barça pe 2 decembrie 1951.","Cand l-au gasit, intr-un club din Barcelona, presedintele catalanilor, Augusti Montal i Galobart, i-a spus nervos: „Simatoc, avionul si echipa te asteapta!“ La care acesta, stand in continuare la masa concentrat asupra jocului, i-a replicat: „Ultima mana la carti si plecam.“ Mr. Nicholas Sims Simatoc a jucat ultimul sau meci la Barca pe 2 decembrie 1951.","Când l-au găsit, într-un club din Barcelona, președintele catalanilor, Augusti Montal i Galobart, i-a spus nervos: „Simatoc, avionul și echipa te așteaptă!“ La care acesta, stând în continuare la masă concentrat asupra jocului, i-a replicat: „Ultima mână la cărți și plecăm.“ Mr. Nicholas Sims Simatoc a jucat ultimul său meci la Barça pe 2 decembrie 1951.","Cand l-au gasit, intr-un club din Barcelona, presedintele catalanilor, Augusti Montal i Galobart, i-a spus nervos: „Simatoc, avionul si echipa te asteapta!“ La care acesta, stand in continuare la masa concentrat asupra jocului, i-a replicat: „Ultima mana la carti si plecam.“ Mr. Nicholas Sims Simatoc a jucat ultimul sau meci la Barça pe 2 decembrie 1951.",False,False,spelling,False,357,0,0,0,0,2,True,True,357,18,0,0,1,2,True,False,356,0,0,0,0,2,True,True,356,18,0,0,0,2,True,False
82285,unknown_local_sample,"Produsele din noua campanie Saptamani Romanesti pot fi gasite in toate restaurantele McDonald’s din Romania incepand cu 29 septembrie, in editie limitata si in limita stocului disponibil. .","Produsele din noua campanie Săptămâni Românești pot fi găsite în toate restaurantele McDonald’s din România începând cu 29 septembrie, în ediție limitată și în limita stocului disponibil. .","Produsele din noua campanie Saptamani Romanesti pot fi gasite in toate restaurantele McDonald’s din Romania incepand cu 29 septembrie, in editie limitata si in limita stocului disponibil. .","Produsele din noua campanie Săptămâni Românești pot fi găsite în toate restaurantele McDonald’s din România începând cu 29 septembrie, în ediție limitată și în limita stocului disponibil. .","Produsele din noua campanie Saptamani Romanesti pot fi gasite in toate restaurantele McDonald’s din Romania incepand cu 29 septembrie, in editie limitata si in limita stocului disponibil. .",True,True,whitespace,False,189,0,0,0,0,1,True,True,189,15,0,0,1,1,True,False,189,0,0,0,0,1,True,True,189,15,0,0,0,1,True,False
1983,unknown_local_sample,"La romani se spune ca „i se suceste mina din cot si se usuca, cui strica un cuib de rindunica, iar cine incearca s o omoare, ori sa i omoare puii, isi pierde glasul“ (Tony Brill, Legendele romanilor, p.","La români se spune că „i se sucește mîna din cot și se usucă, cui strică un cuib de rîndunică, iar cine încearcă s o omoare, ori să i omoare puii, își pierde glasul“ (Tony Brill, Legendele românilor, p.","La romani se spune ca „i se suceste mina din cot si se usuca, cui strica un cuib de rindunica, iar cine incearca s o omoare, ori sa i omoare puii, isi pierde glasul“ (Tony Brill, Legendele romanilor, p.","La români se spune că „i se sucește mîna din cot și se usucă, cui strică un cuib de rîndunică, iar cine încearcă s o omoare, ori să i omoare puii, își pierde glasul“ (Tony Brill, Legendele românilor, p.","La romani se spune ca „i se suceste mina din cot si se usuca, cui strica un cuib de rindunica, iar cine incearca s o omoare, ori sa i omoare puii, isi pierde glasul“ (Tony Brill, Legendele romanilor, p.",True,True,whitespace,False,202,0,0,0,0,1,True,True,202,15,0,0,2,1,True,False,202,0,0,0,0,1,True,True,202,15,0,0,0,1,True,False
96628,unknown_local_sample,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,True,True,whitespace,False,104,0,0,0,0,0,True,True,104,0,0,0,1,0,True,True,102,0,0,0,0,0,True,True,102,0,0,0,0,0,True,True
185807,unknown_local_sample,  Articol publicat in editia tiparita a Ziarului Financiar din data de 16.01.2018.,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 16.01.2018.,Articol publicat in editia tiparita a Ziarului Financiar din data de 16.01.2018.,Articol publicat în ediția tipărită a Ziarului Financiar din data de 16.01.2018.,Articol publicat in editia tiparita a Ziarului Financiar din data de 16.01.2018.,True,True,whitespace,False,82,0,0,0,0,0,True,True,82,4,0,0,1,0,True,False,80,0,0,0,0,0,True,True,80,4,0,0,0,0,True,False
61540,unknown_local_sample,"Accentul pus de acesta pe echilibrarea bugetului a fost insa criticat peste hotare, multi sustinand ca Germania nu are nevoie de un excedent bugetar atat de ridicat si ca ar trebui sa profite de dobanzile scazute pentru a imprumuta mai mult si a creste cheltuielile pe infrastructura, educatie si sectorul rezidential.  Articol publicat in editia tiparita a Ziarului Financiar din data de 25.10.2017.","Accentul pus de acesta pe echilibrarea bugetului a fost însă criticat peste hotare, mulți susținând că Germania nu are nevoie de un excedent bugetar atât de ridicat și că ar trebui să profite de dobânzile scăzute pentru a împrumuta mai mult și a crește cheltuielile pe infrastructură, educație și sectorul rezidențial.  Articol publicat în ediția tipărită a Ziarului Financiar din data de 25.10.2017.","Accentul pus de acesta pe echilibrarea bugetului a fost insa criticat peste hotare, multi sustinand ca Germania nu are nevoie de un excedent bugetar atat de ridicat si ca ar trebui sa profite de dobanzile scazute pentru a imprumuta mai mult si a creste cheltuielile pe infrastructura, educatie si sectorul rezidential. Articol publicat in editia tiparita a Ziarului Financiar din data de 25.10.2017.","Accentul pus de acesta pe echilibrarea bugetului a fost însă criticat peste hotare, mulți susținând că Germania nu are nevoie de un excedent bugetar atât de ridicat și că ar trebui să profite de dobânzile scăzute pentru a împrumuta mai mult și a crește cheltuielile pe infrastructură, educație și sectorul rezidențial. Articol publicat în ediția tipărită a Ziarului Financiar din data de 25.10.2017.","Accentul pus de acesta pe echilibrarea bugetului a fost insa criticat peste hotare, multi sustinand ca Germania nu are nevoie de un excedent bugetar atat de ridicat si ca ar trebui sa profite de dobanzile scazute pentru a imprumuta mai mult si a creste cheltuielile pe infrastructura, educatie si sectorul rezidential. Articol publicat in editia tiparita a Ziarului Financiar din data de 25.10.2017.",True,True,whitespace,False,400,0,0,0,0,0,True,True,400,23,0,0,1,0,True,False,399,0,0,0,0,0,True,True,399,23,0,0,0,0,True,False
169282,unknown_local_sample,p.Chr.). Ultimii ani de viata ai lui Ovidius la Tomis nu stim exact daca s au oprit la data indicata in Antichitate doar de Hieronymus sau daca nu cumva au trecut – si cu cit? – dincolo de ea.,p.Chr.). Ultimii ani de viață ai lui Ovidius la Tomis nu știm exact dacă s au oprit la data indicată în Antichitate doar de Hieronymus sau dacă nu cumva au trecut – și cu cît? – dincolo de ea.,p.Chr.). Ultimii ani de viata ai lui Ovidius la Tomis nu stim exact daca s au oprit la data indicata in Antichitate doar de Hieronymus sau daca nu cumva au trecut – si cu cit? – dincolo de ea.,p.Chr.). Ultimii ani de viață ai lui Ovidius la Tomis nu știm exact dacă s au oprit la data indicată în Antichitate doar de Hieronymus sau dacă nu cumva au trecut – și cu cît? – dincolo de ea.,p.Chr.). Ultimii ani de viata ai lui Ovidius la Tomis nu stim exact daca s au oprit la data indicata in Antichitate doar de Hieronymus sau daca nu cumva au trecut – si cu cit? – dincolo de ea.,True,True,whitespace,False,192,0,0,0,0,0,True,True,192,9,0,0,1,0,True,False,192,0,0,0,0,0,True,True,192,9,0,0,0,0,True,False
197667,unknown_local_sample,Cumparatorul este  proprietarul Mera Resort (familia Movileanu).,Cumpărătorul este  proprietarul Mera Resort (familia Movileanu).,Cumparatorul este proprietarul Mera Resort (familia Movileanu).,Cumpărătorul este proprietarul Mera Resort (familia Movileanu).,Cumparatorul este proprietarul Mera Resort (familia Movileanu).,True,True,whitespace,False,64,0,0,0,0,0,True,True,64,2,0,0,1,0,True,False,63,0,0,0,0,0,True,True,63,2,0,0,0,0,True,False
104094,unknown_local_sample,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,True,True,whitespace,False,104,0,0,0,0,0,True,True,104,0,0,0,1,0,True,True,102,0,0,0,0,0,True,True,102,0,0,0,0,0,True,True
14256,unknown_local_sample,"Or, Badalau este de meserie inginer in constructii.  Liviu Dragnea are, insa, rezerve, sa-l sustina pe Badalau pentru acest post, tocmai pentru a evita acuzatiile ca PSD a modificat legea Curtii de Conturi special pentru acesta.","Or, Bădălău este de meserie inginer în construcții.  Liviu Dragnea are, însă, rezerve, să-l susțină pe Bădălău pentru acest post, tocmai pentru a evita acuzațiile că PSD a modificat legea Curții de Conturi special pentru acesta.","Or, Badalau este de meserie inginer in constructii. Liviu Dragnea are, insa, rezerve, sa-l sustina pe Badalau pentru acest post, tocmai pentru a evita acuzatiile ca PSD a modificat legea Curtii de Conturi special pentru acesta.","Or, Bădălău este de meserie inginer în construcții. Liviu Dragnea are, însă, rezerve, să-l susțină pe Bădălău pentru acest post, tocmai pentru a evita acuzațiile că PSD a modificat legea Curții de Conturi special pentru acesta.","Or, Badalau este de meserie inginer in constructii. Liviu Dragnea are, insa, rezerve, sa-l sustina pe Badalau pentru acest post, tocmai pentru a evita acuzatiile ca PSD a modificat legea Curtii de Conturi special pentru acesta.",True,True,whitespace,False,228,0,0,0,0,0,True,True,228,16,0,0,1,0,True,False,227,0,0,0,0,0,True,True,227,16,0,0,0,0,True,False
